"City","Country","Population"
"Muskogee","United States",41117
"Moore","United States",61415
"Chickasha","United States",16118
"Lone Grove","United States",5225
"Seminole","United States",5880
"Catoosa","United States",7133
"Ponca City","United States",25164
"Del City","United States",21950
"Bethany","United States",19543
"Choctaw","United States",12354
"Elk City","United States",11136
"Jenks","United States",21812
"Miami","United States",16042
"The Village","United States",9429
"El Reno","United States",16902
"Tecumseh","United States",6666
"Muldrow","United States",5525
"Newcastle","United States",9652
"Coweta","United States",9673
"Okmulgee","United States",13959
"Enid","United States",49176
"Guymon","United States",11596
"Piedmont","United States",7422
"Tuttle","United States",6968
"Altus","United States",19246
"Anadarko","United States",5928
"Ada","United States",17981
"Norman","United States",114444
"Weatherford","United States",11844
"Holdenville","United States",5676
"Woodward","United States",11807
"Cushing","United States",6716
"Vinita","United States",5813
"Bartlesville","United States",39848
"Scottsdale","United States",246645
"Flagstaff","United States",78065
"Nogales","United States",30771
"Tolleson","United States",7178
"Oro Valley","United States",43781
"El Mirage","United States",35043
"Guadalupe","United States",6336
"Queen Creek","United States",35524
"Buckeye","United States",64629
"Show Low","United States",10835
"Coolidge","United States",11568
"Phoenix","United States",4054083
"Marana","United States",43474
"Maricopa","United States",45666
"Sedona","United States",7008
"Avondale","United States",214235
"Tucson","United States",860333
"Eloy","United States",17442
"Gilbert","United States",237133
"Prescott Valley","United States",94154
"Mesa","United States",484587
"Cave Creek","United States",5476
"Douglas","United States",16885
"Safford","United States",19228
"Apache Junction","United States",39954
"Prescott","United States",42513
"Bisbee","United States",5189
"Cottonwood","United States",11990
"Sierra Vista","United States",51927
"Bullhead City","United States",49184
"Casa Grande","United States",57635
"Winslow","United States",9864
"Snowflake","United States",6473
"Yuma","United States",137936
"Sahuarita","United States",46385
"Somerton","United States",17800
"Chino Valley","United States",11214
"Chandler","United States",247477
"Youngtown","United States",6759
"Fountain Hills","United States",24482
"Glendale","United States",245895
"Eagar","United States",6222
"Surprise","United States",132677
"South Tucson","United States",5645
"Litchfield Park","United States",5766
"Globe","United States",13234
"Lake Havasu City","United States",54662
"Colorado City","United States",8227
"Goodyear","United States",77258
"Peoria","United States",164173
"Camp Verde","United States",11238
"Kingman","United States",43548
"Thatcher","United States",5027
"Florence","United States",16744
"San Luis","United States",30366
"Tempe","United States",182498
"Paradise Valley","United States",14355
"Payson","United States",14372
"Page","United States",6989
"Clifton","United States",5084
"Nampa","United States",169761
"Pocatello","United States",70445
"Post Falls","United States",31865
"Hailey","United States",10791
"Boise","United States",379410
"Eagle","United States",24785
"Rexburg","United States",29738
"Rigby","United States",8987
"Fruitland","United States",5136
"Rathdrum","United States",7587
"Ammon","United States",15252
"Middleton","United States",7168
"Payette","United States",7414
"Rupert","United States",6642
"Kuna","United States",17930
"Jerome","United States",11319
"Burley","United States",16160
"Twin Falls","United States",53412
"Garden City","United States",11602
"Sandpoint","United States",11751
"Mountain Home","United States",16105
"Hayden","United States",14344
"Caldwell","United States",53149
"Blackfoot","United States",15340
"Moscow","United States",25758
"Star","United States",8313
"Coeur d'Alene","United States",112088
"Lewiston","United States",53520
"Chubbuck","United States",14644
"Idaho Falls","United States",96166
"Meridian","United States",95623
"Emmett","United States",9416
"Weiser","United States",5546
"Torrington","United States",40710
"New London","United States",26984
"Waterbury","United States",190855
"Shelton","United States",41334
"New Britain","United States",72558
"Groton","United States",9134
"City of Milford (balance)","United States",52536
"Naugatuck","United States",31392
"Jewett City","United States",9883
"Bridgeport","United States",934289
"Norwalk","United States",88438
"Middletown","United States",46544
"Meriden","United States",59622
"Danbury","United States",176649
"Ansonia","United States",18732
"West Haven","United States",54516
"Hartford","United States",913587
"Bristol","United States",60147
"Derby","United States",12631
"New Haven","United States",563460
"Norwich","United States",204360
"Stamford","United States",129113
"Presque Isle","United States",5713
"Biddeford","United States",21362
"Saco","United States",19213
"Old Town","United States",7518
"Sanford","United States",29139
"Auburn","United States",22948
"South Portland","United States",25577
"Waterville","United States",26806
"Rockland","United States",8633
"Caribou","United States",7736
"Gardiner","United States",5620
"Westbrook","United States",18402
"Lewiston","United States",58664
"Bath","United States",8303
"Bangor","United States",59259
"Augusta","United States",21876
"Brewer","United States",9107
"Portland","United States",206193
"Ellsworth","United States",7911
"Easton","United States",17781
"Frostburg","United States",8676
"Mount Rainier","United States",8455
"Ocean City","United States",6999
"Hyattsville","United States",18449
"Thurmont","United States",7252
"Cambridge","United States",14418
"Annapolis","United States",39418
"Salisbury","United States",107026
"Hampstead","United States",6355
"Brunswick","United States",8930
"La Plata","United States",9239
"Takoma Park","United States",17765
"Walkersville","United States",6054
"Fruitland","United States",5234
"Elkton","United States",15744
"Manchester","United States",5330
"New Carrollton","United States",12868
"Princess Anne","United States",11353
"Rockville","United States",66940
"Hagerstown","United States",186377
"Westminster","United States",18671
"Leonardtown","United States",6093
"Frederick","United States",152047
"Havre de Grace","United States",13527
"Bowie","United States",58393
"Chestertown","United States",6918
"Cheverly","United States",6469
"Mount Airy","United States",9374
"Glenarden","United States",6178
"Greenbelt","United States",23909
"Aberdeen","United States",15612
"Riverdale Park","United States",7304
"District Heights","United States",6017
"Bladensburg","United States",9608
"Cumberland","United States",49707
"Bel Air","United States",10109
"Taneytown","United States",6629
"College Park","United States",32275
"Chesapeake Beach","United States",24355
"Emmitsburg","United States",6873
"Westernport","United States",5546
"Gaithersburg","United States",67776
"Laurel","United States",25853
"Baltimore","United States",2181206
"Marlborough","United States",39697
"Quincy","United States",93688
"Chicopee","United States",55991
"Waltham","United States",63002
"Medford","United States",57213
"Gloucester","United States",29798
"Boston","United States",4556916
"Haverhill","United States",62873
"Newton","United States",89045
"Pittsfield","United States",56628
"Everett","United States",46340
"Salem","United States",43132
"Brockton","United States",95630
"North Adams","United States",17603
"Watertown","United States",35025
"Westfield","United States",41552
"Cambridge","United States",110651
"Somerville","United States",81322
"Northampton","United States",28483
"Methuen","United States",49917
"Holyoke","United States",40280
"Newburyport","United States",17987
"Fitchburg","United States",40414
"Lawrence","United States",80209
"Revere","United States",53157
"New Bedford","United States",149390
"Beverly","United States",41365
"Woburn","United States",39452
"Chelsea","United States",39699
"Worcester","United States",495856
"Melrose","United States",27928
"Peabody","United States",52491
"Springfield","United States",625300
"Lowell","United States",110558
"Leominster","United States",119538
"Gardner","United States",20430
"Malden","United States",60840
"Lynn","United States",92697
"Attleboro","United States",44434
"Fall River","United States",88930
"Taunton","United States",56843
"Toledo","United States",492237
"University Heights","United States",13126
"Sheffield Lake","United States",9004
"Blue Ash","United States",12228
"Trotwood","United States",24331
"Hamilton","United States",62127
"Grove City","United States",39721
"Northwood","United States",5394
"Akron","United States",565311
"Centerville","United States",23817
"Lakewood","United States",50279
"Wickliffe","United States",12689
"Monroe","United States",13473
"Montgomery","United States",10582
"Newark","United States",78563
"Richmond Heights","United States",10421
"Vandalia","United States",15058
"Columbiana","United States",7940
"Kirtland","United States",6773
"Oberlin","United States",8009
"North Canton","United States",17365
"Napoleon","United States",8432
"Bellefontaine","United States",13038
"Cambridge","United States",14943
"Medina","United States",26261
"Shaker Heights","United States",27448
"Galion","United States",15406
"Brecksville","United States",13425
"Trenton","United States",12762
"Lisbon","United States",5492
"Worthington","United States",14528
"Union","United States",6606
"Miamisburg","United States",19968
"Steubenville","United States",18072
"Eastlake","United States",18134
"Powell","United States",12810
"The Village of Indian Hill","United States",5823
"New Albany","United States",10360
"Bedford Heights","United States",10555
"Russells Point","United States",6424
"Ashville","United States",6368
"Jackson","United States",11627
"Strongsville","United States",44631
"Harrison","United States",14411
"Cleveland","United States",1731637
"Campbell","United States",7923
"Athens","United States",30077
"Stow","United States",34711
"Lyndhurst","United States",13605
"Ashland","United States",20352
"Cleveland Heights","United States",44633
"Parma","United States",79425
"Warren","United States",39898
"Caldwell","United States",5352
"Norton","United States",12011
"Delphos","United States",7328
"Westerville","United States",38985
"Seven Hills","United States",11655
"Norwood","United States",19876
"Fostoria","United States",14517
"Oakwood","United States",8999
"Hudson","United States",22251
"Port Clinton","United States",13104
"Hillsboro","United States",6642
"Circleville","United States",15626
"Middleburg Heights","United States",15608
"Reynoldsburg","United States",37449
"Mount Vernon","United States",21670
"Gahanna","United States",34956
"Wilmington","United States",12280
"Madeira","United States",9049
"Fairfield","United States",42617
"Shelby","United States",9018
"Cuyahoga Falls","United States",49206
"Youngstown","United States",372039
"Canal Winchester","United States",7905
"Mayfield Heights","United States",18731
"Twinsburg","United States",18877
"Grandview Heights","United States",7628
"Pickerington","United States",20069
"Lebanon","United States",20651
"Sandusky","United States",47494
"South Euclid","United States",21658
"Euclid","United States",47360
"Wyoming","United States",8517
"Zanesville","United States",42097
"Defiance","United States",18507
"Avon","United States",22805
"Saint Clairsville","United States",5109
"Alliance","United States",31917
"Seville","United States",7673
"Deer Park","United States",5674
"Mount Healthy","United States",6030
"Painesville","United States",19691
"Wauseon","United States",7254
"Fairlawn","United States",7466
"Norwalk","United States",20593
"Maple Heights","United States",22478
"Ontario","United States",6079
"Fairborn","United States",33780
"Sharonville","United States",13761
"Rittman","United States",6593
"Orrville","United States",8691
"Kent","United States",30071
"Dover","United States",12843
"Mentor","United States",46732
"Conneaut","United States",13963
"Rossford","United States",6570
"Ashtabula","United States",28097
"Garfield Heights","United States",27905
"Canal Fulton","United States",5433
"Moraine","United States",6353
"Barberton","United States",26120
"Forest Park","United States",18671
"Delaware","United States",38643
"Riverside","United States",24981
"Massillon","United States",32258
"East Liverpool","United States",30292
"North Olmsted","United States",31817
"Ironton","United States",10891
"Olmsted Falls","United States",8890
"Ravenna","United States",11533
"Springboro","United States",18452
"Struthers","United States",10293
"Marysville","United States",23674
"Streetsboro","United States",16272
"Troy","United States",25770
"London","United States",14626
"Bay Village","United States",15328
"Chillicothe","United States",32004
"Kenton","United States",8298
"Washington Court House","United States",15116
"Bucyrus","United States",11940
"Celina","United States",11176
"Amherst","United States",12078
"Wellston","United States",5554
"Middletown","United States",97742
"Ada","United States",5600
"Brooklyn","United States",10828
"Englewood","United States",13502
"Willowick","United States",14087
"Berea","United States",18859
"Lancaster","United States",43726
"Springfield","United States",83115
"Pepper Pike","United States",6198
"Macedonia","United States",11899
"Carlisle","United States",5329
"Tipp City","United States",9918
"North Ridgeville","United States",32983
"Fremont","United States",22737
"Kettering","United States",55306
"Beavercreek","United States",46376
"Hilliard","United States",34905
"Canton","United States",272768
"Louisville","United States",9356
"Willoughby","United States",22769
"Columbus","United States",1495146
"Niles","United States",18458
"Loveland","United States",12732
"Greenfield","United States",5044
"Bowling Green","United States",32335
"Logan","United States",8003
"Canfield","United States",7284
"Brunswick","United States",34756
"Marietta","United States",21735
"Oxford","United States",22344
"Wapakoneta","United States",10628
"North College Hill","United States",9322
"Granville","United States",5771
"Reading","United States",10317
"Sunbury","United States",5216
"Brook Park","United States",18691
"Middleport","United States",8338
"Broadview Heights","United States",19197
"Ottawa","United States",5205
"New Bremen","United States",7405
"Waterville","United States",5519
"Grafton","United States",6223
"Heath","United States",10625
"Bedford","United States",12665
"Upper Sandusky","United States",6002
"Dublin","United States",45568
"Eaton","United States",7922
"Westlake","United States",32293
"Marion","United States",45718
"Huron","United States",6977
"Upper Arlington","United States",34997
"Oregon","United States",20040
"Milford","United States",6906
"Sidney","United States",21267
"Clyde","United States",5939
"New Carlisle","United States",5649
"Salem","United States",18078
"Uhrichsville","United States",5377
"Cheviot","United States",8283
"New Franklin","United States",14149
"Piqua","United States",21498
"Chardon","United States",8096
"Cincinnati","United States",1634573
"Beachwood","United States",11707
"Perrysburg","United States",21592
"Sylvania","United States",18909
"Urbana","United States",11334
"Munroe Falls","United States",5052
"Coshocton","United States",11488
"Findlay","United States",48701
"Bryan","United States",9634
"Franklin","United States",11780
"Hubbard","United States",7579
"Garrettsville","United States",6144
"Parma Heights","United States",20123
"East Cleveland","United States",17220
"Green","United States",25673
"New Philadelphia","United States",46838
"Clayton","United States",13160
"Nelsonville","United States",6249
"Pataskala","United States",15458
"Bexley","United States",13669
"Elyria","United States",53715
"Warrensville Heights","United States",13236
"Lorain","United States",179926
"Martins Ferry","United States",6756
"North Royalton","United States",30247
"Willard","United States",6131
"Tallmadge","United States",17534
"Bellbrook","United States",7128
"Wooster","United States",31483
"Rocky River","United States",20264
"Wadsworth","United States",23136
"Highland Heights","United States",8397
"Van Wert","United States",10630
"Avon Lake","United States",23659
"Xenia","United States",26238
"Mentor-on-the-Lake","United States",7371
"Lima","United States",70296
"Groveport","United States",5552
"Independence","United States",7114
"Aurora","United States",15876
"Portsmouth","United States",36584
"Tiffin","United States",19090
"Mansfield","United States",73450
"Springdale","United States",11205
"Germantown","United States",5486
"Huber Heights","United States",38019
"Saint Marys","United States",9258
"Bellevue","United States",8178
"Maumee","United States",13874
"Mason","United States",33037
"Solon","United States",23003
"Belpre","United States",6461
"Brookville","United States",5895
"Greenville","United States",12943
"Fairview Park","United States",16332
"Dayton","United States",718772
"Vermilion","United States",10409
"Cortland","United States",6880
"Geneva","United States",7415
"Whitehall","United States",18736
"Girard","United States",9477
"Willoughby Hills","United States",9482
"South Ogden","United States",17094
"Harrisville","United States",6376
"North Salt Lake","United States",20301
"Spanish Fork","United States",38861
"Orem","United States",97499
"West Valley City","United States",136574
"Enoch","United States",6568
"Cedar Hills","United States",10374
"Hooper","United States",8466
"Bluffdale","United States",11809
"Bountiful","United States",44078
"Saratoga Springs","United States",26887
"Providence","United States",7270
"Hyrum","United States",8027
"West Bountiful","United States",5574
"Centerville","United States",17286
"Hurricane","United States",19202
"West Jordan","United States",113699
"North Ogden","United States",18791
"Ivins","United States",8132
"Tooele","United States",33178
"Holladay","United States",30831
"Riverton","United States",42838
"Vernal","United States",20356
"Logan","United States",99909
"Midvale","United States",33035
"Smithfield","United States",11146
"American Fork","United States",28770
"Grantsville","United States",7848
"Salt Lake City","United States",1061156
"Alpine","United States",10361
"Clinton","United States",21672
"Layton","United States",75655
"Springville","United States",33044
"Roosevelt","United States",6754
"Sunset","United States",5234
"West Haven","United States",12329
"Farmington","United States",23140
"Ephraim","United States",6664
"Price","United States",13627
"Ogden","United States",571457
"Saint George","United States",111090
"Clearfield","United States",30855
"Highland","United States",18647
"Washington Terrace","United States",9198
"Kaysville","United States",31243
"Eagle Mountain","United States",29202
"Cottonwood Heights","United States",34285
"Washington","United States",25339
"Moab","United States",7149
"Nibley","United States",6747
"Taylorsville","United States",60436
"Lehi","United States",61130
"Cedar City","United States",35921
"Brigham City","United States",18975
"Pleasant View","United States",9716
"Santa Clara","United States",7065
"Santaquin","United States",12041
"Salem","United States",7831
"Park City","United States",14660
"Mapleton","United States",9512
"Provo","United States",501690
"Nephi","United States",5634
"North Logan","United States",10590
"South Salt Lake","United States",24630
"Plain City","United States",6493
"Draper","United States",47328
"Syracuse","United States",28407
"Tremonton","United States",10896
"West Point","United States",10548
"Roy","United States",38201
"Farr West","United States",6755
"Fruit Heights","United States",6161
"Richfield","United States",7507
"Pleasant Grove","United States",38756
"Woods Cross","United States",11351
"Lindon","United States",10939
"Herriman","United States",35385
"Murray","United States",49230
"South Jordan","United States",69034
"Payson","United States",19810
"Riverdale","United States",8710
"South Weber","United States",7196
"Bolivar","United States",10133
"Pleasant Hill","United States",8376
"Columbia","United States",138675
"Parkville","United States",6514
"Chesterfield","United States",47659
"Hannibal","United States",18361
"Republic","United States",16116
"Branson","United States",24603
"Lebanon","United States",14274
"Forsyth","United States",7315
"Wentzville","United States",37395
"Ferguson","United States",20846
"Town and Country","United States",11113
"Grandview","United States",25190
"Scott City","United States",5132
"Dexter","United States",9125
"Glendale","United States",5894
"Jennings","United States",14755
"Richmond","United States",5103
"Saint Peters","United States",57289
"Nixa","United States",21201
"Union","United States",9567
"Bowling Green","United States",5533
"Pacific","United States",10633
"Raymore","United States",20839
"Nevada","United States",8660
"Sunset Hills","United States",8497
"Clayton","United States",16623
"Eureka","United States",11641
"Joplin","United States",86144
"Saint Louis","United States",2096990
"Lake Saint Louis","United States",15777
"Grain Valley","United States",13684
"Manchester","United States",18146
"Richmond Heights","United States",8389
"Wildwood","United States",35756
"Kearney","United States",8607
"Valley Park","United States",6911
"Savannah","United States",5209
"Sikeston","United States",16545
"Willard","United States",5680
"Liberty","United States",30614
"Monett","United States",8617
"Ladue","United States",8583
"Florissant","United States",51776
"Clinton","United States",8581
"Saint Robert","United States",5753
"Bonne Terre","United States",7147
"Bellefontaine Neighbors","United States",10702
"De Soto","United States",7290
"Charleston","United States",5674
"Battlefield","United States",6050
"Mexico","United States",11491
"Excelsior Springs","United States",11374
"Olivette","United States",7844
"Odessa","United States",5096
"Marshfield","United States",7318
"Belton","United States",23290
"Poplar Bluff","United States",20714
"Cape Girardeau","United States",55253
"Springfield","United States",287124
"Boonville","United States",9388
"Sedalia","United States",26302
"Trenton","United States",5532
"Independence","United States",117030
"Caruthersville","United States",5442
"Creve Coeur","United States",18612
"Warrensburg","United States",22227
"Gladstone","United States",27114
"Oak Grove","United States",7994
"Farmington","United States",44494
"Sullivan","United States",9171
"Washington","United States",14397
"Warrenton","United States",9366
"Pevely","United States",5712
"Jackson","United States",15036
"Dardenne Prairie","United States",13329
"Perryville","United States",8655
"Saint Clair","United States",5962
"Aurora","United States",8364
"Des Peres","United States",8540
"Rolla","United States",20692
"Ellisville","United States",9224
"Webster Groves","United States",22970
"Weldon Spring","United States",5593
"Festus","United States",12104
"Fulton","United States",12495
"Moberly","United States",13821
"Harrisonville","United States",9378
"Marshall","United States",12501
"Saint Joseph","United States",80849
"Maplewood","United States",7868
"Hazelwood","United States",25443
"Saint Ann","United States",12812
"Kennett","United States",10863
"Park Hills","United States",8655
"Kansas City","United States",1590762
"Blue Springs","United States",54431
"Webb City","United States",11226
"Lees Summit","United States",89467
"Ballwin","United States",30313
"Kirkwood","United States",27609
"Berkeley","United States",8981
"Greenwood","United States",5658
"Waynesville","United States",5314
"Shrewsbury","United States",6149
"Crestwood","United States",11905
"Raytown","United States",29261
"Bridgeton","United States",11680
"Chillicothe","United States",9833
"Brentwood","United States",8000
"Carl Junction","United States",7772
"Troy","United States",14889
"Neosho","United States",12305
"University City","United States",34706
"Overland","United States",15802
"Smithville","United States",9455
"Black Jack","United States",6940
"Carthage","United States",15421
"Ozark","United States",19429
"Maryville","United States",13081
"Jefferson City","United States",58439
"Dellwood","United States",5001
"Maryland Heights","United States",27137
"Saint Charles","United States",69293
"Platte City","United States",9304
"Arnold","United States",21319
"West Plains","United States",11555
"Kirksville","United States",15927
"Cameron","United States",9638
"O'Fallon","United States",86274
"Cottleville","United States",5151
"Savage","United States",30807
"East Bethel","United States",11713
"Maple Grove","United States",69576
"Lake City","United States",5082
"Minnetonka","United States",52369
"International Falls","United States",6664
"Brooklyn Center","United States",30870
"Fridley","United States",27476
"Hopkins","United States",18105
"Red Wing","United States",14424
"West Saint Paul","United States",19746
"White Bear Lake","United States",25634
"Hermantown","United States",9451
"Little Canada","United States",10344
"Shorewood","United States",7642
"Buffalo","United States",16643
"Glencoe","United States",5408
"Mound","United States",9394
"Prior Lake","United States",25863
"Edina","United States",51350
"Brainerd","United States",19459
"Byron","United States",5337
"Owatonna","United States",25567
"Roseville","United States",35691
"Mahtomedi","United States",8211
"Saint Cloud","United States",113649
"Jordan","United States",5848
"Montevideo","United States",5163
"Mounds View","United States",12952
"Anoka","United States",17400
"Crookston","United States",7875
"Fairmont","United States",9083
"Hibbing","United States",11426
"Northfield","United States",22005
"Wyoming","United States",7856
"Chanhassen","United States",25469
"Oak Grove","United States",8545
"Monticello","United States",26875
"North Oaks","United States",5099
"Rogers","United States",12748
"Belle Plaine","United States",6497
"Waseca","United States",9196
"Isanti","United States",5594
"Forest Lake","United States",23270
"Lake Elmo","United States",8815
"New Ulm","United States",13188
"Cambridge","United States",15265
"Morris","United States",5132
"Waite Park","United States",7428
"Medina","United States",6240
"Rochester","United States",114976
"Elk River","United States",24364
"Oakdale","United States",28073
"Litchfield","United States",6547
"Little Falls","United States",9398
"Hastings","United States",22761
"Detroit Lakes","United States",8528
"Rosemount","United States",23911
"Columbia Heights","United States",19723
"Big Lake","United States",10638
"Lino Lakes","United States",21018
"Farmington","United States",22656
"Winona","United States",30208
"Albert Lea","United States",17522
"Mankato","United States",61115
"Virginia","United States",12603
"Grand Rapids","United States",9576
"Fergus Falls","United States",12338
"Coon Rapids","United States",62359
"Robbinsdale","United States",14461
"Worthington","United States",12984
"Burnsville","United States",61290
"Arden Hills","United States",10324
"Spring Lake Park","United States",6472
"Vadnais Heights","United States",13321
"Golden Valley","United States",21376
"Shoreview","United States",26548
"Crystal","United States",23028
"New Prague","United States",8186
"Apple Valley","United States",51957
"Andover","United States",32461
"Stillwater","United States",19292
"Eagan","United States",66428
"Thief River Falls","United States",9114
"Willmar","United States",20189
"North Mankato","United States",13619
"Minneapolis","United States",2866604
"Cottage Grove","United States",36029
"Maplewood","United States",40150
"Eden Prairie","United States",63914
"Saint Francis","United States",6425
"Stewartville","United States",6049
"Kasson","United States",7443
"Inver Grove Heights","United States",35077
"New Hope","United States",20877
"Waconia","United States",12020
"Marshall","United States",13448
"Saint Peter","United States",12149
"Delano","United States",5734
"Saint Joseph","United States",6743
"Saint Michael","United States",17295
"North Branch","United States",6569
"South Saint Paul","United States",20217
"Zimmerman","United States",8530
"Faribault","United States",24012
"Saint Paul Park","United States",5381
"Bloomington","United States",85319
"Corcoran","United States",5686
"Otsego","United States",16094
"Shakopee","United States",40610
"Victoria","United States",8917
"Chaska","United States",26016
"Alexandria","United States",20814
"Orono","United States",8009
"Mendota Heights","United States",11280
"Saint Louis Park","United States",48747
"Cloquet","United States",12922
"Minnetrista","United States",7397
"Albertville","United States",7401
"Baxter","United States",8198
"Lindstrom","United States",8521
"Hugo","United States",14532
"Plymouth","United States",77216
"Blaine","United States",62892
"Brooklyn Park","United States",79707
"Richfield","United States",35949
"Dayton","United States",5387
"Ramsey","United States",26206
"North Saint Paul","United States",12338
"Hutchinson","United States",13767
"Bemidji","United States",16271
"Chisago City","United States",5062
"Austin","United States",25105
"Lakeville","United States",61938
"Sauk Rapids","United States",13631
"Falcon Heights","United States",5554
"Champlin","United States",24231
"Woodbury","United States",68820
"Sartell","United States",17147
"Duluth","United States",120418
"Saint Paul","United States",302398
"East Grand Forks","United States",8699
"Saint Anthony","United States",9007
"New Brighton","United States",22496
"Moorhead","United States",42492
"Ham Lake","United States",16221
"Wayne","United States",16954
"Grand Haven","United States",10911
"Alpena","United States",13767
"Lapeer","United States",13283
"Williamston","United States",6370
"Holland","United States",101421
"Charlotte","United States",12654
"Paw Paw","United States",8472
"Hudsonville","United States",7285
"Hazel Park","United States",16530
"Frankenmuth","United States",5160
"Novi","United States",59211
"Ludington","United States",10702
"South Haven","United States",5742
"Houghton","United States",16010
"Dowagiac","United States",6026
"Clare","United States",5512
"Marquette","United States",25955
"Mount Pleasant","United States",37877
"Northville","United States",5979
"Clawson","United States",11970
"Rochester","United States",13017
"Cadillac","United States",11809
"East Grand Rapids","United States",11637
"South Lyon","United States",123555
"Brighton","United States",7604
"Big Rapids","United States",14021
"Albion","United States",8920
"Fraser","United States",14622
"Roseville","United States",47602
"Birmingham","United States",21007
"Grosse Pointe","United States",5187
"Kingsford","United States",5021
"Huntington Woods","United States",6328
"Bay City","United States",67712
"Norton Shores","United States",24340
"Kentwood","United States",51689
"Three Rivers","United States",10684
"Melvindale","United States",10322
"Howell","United States",9527
"New Baltimore","United States",12355
"Oak Park","United States",29645
"Swartz Creek","United States",5557
"Monroe","United States",49389
"Ishpeming","United States",12303
"Wyoming","United States",75567
"Allegan","United States",6416
"Escanaba","United States",20370
"Rochester Hills","United States",73422
"Eastpointe","United States",32673
"Muskegon","United States",161058
"East Lansing","United States",48870
"Westland","United States",81545
"Highland Park","United States",10883
"Fenton","United States",11367
"Belding","United States",5800
"Saint Clair Shores","United States",59775
"Flushing","United States",8029
"Jackson","United States",88394
"Hamtramck","United States",21752
"Walled Lake","United States",7089
"River Rouge","United States",7482
"Flat Rock","United States",9828
"Owosso","United States",21653
"Traverse City","United States",49690
"Farmington","United States",10514
"Muskegon Heights","United States",10795
"Holly","United States",8309
"Grand Ledge","United States",7807
"Grand Rapids","United States",595467
"Trenton","United States",18253
"Beverly Hills","United States",10470
"Romulus","United States",23281
"Menominee","United States",8279
"Ypsilanti","United States",21018
"Madison Heights","United States",30088
"Saint Joseph","United States",8288
"Gaylord","United States",8399
"Tecumseh","United States",8362
"Ann Arbor","United States",324421
"Hastings","United States",7640
"Coldwater","United States",16613
"Kalamazoo","United States",214583
"Saginaw","United States",120088
"Lincoln Park","United States",36720
"Sault Sainte Marie","United States",12705
"Livonia","United States",94041
"Petoskey","United States",8323
"Harper Woods","United States",13730
"Saint Clair","United States",5367
"Pontiac","United States",59698
"Manistee","United States",9345
"Eaton Rapids","United States",5423
"Rockford","United States",6229
"Ionia","United States",14289
"Battle Creek","United States",77174
"Grosse Pointe Woods","United States",15639
"Lansing","United States",318278
"Southgate","United States",29085
"Berrien Springs","United States",7162
"Niles","United States",11257
"Saint Louis","United States",7060
"Sterling Heights","United States",132427
"Goodrich","United States",5815
"Marshall","United States",7625
"Grand Blanc","United States",7954
"Whitehall","United States",10635
"Auburn Hills","United States",22795
"Lowell","United States",7272
"Garden City","United States",26719
"Grosse Pointe Park","United States",11126
"Alma","United States",16502
"Wyandotte","United States",24955
"Wixom","United States",13758
"Saint Johns","United States",8491
"Port Huron","United States",84361
"Allen Park","United States",27214
"Portland","United States",5089
"Milford","United States",6471
"Otsego","United States",11864
"Flint","United States",338616
"Marysville","United States",9735
"Dearborn","United States",94444
"Sturgis","United States",12903
"Grandville","United States",16002
"Inkster","United States",24462
"Richmond","United States",6291
"Center Line","United States",8297
"Troy","United States",83641
"Warren","United States",135125
"Mason","United States",8395
"Riverview","United States",12103
"Zeeland","United States",5581
"Berkley","United States",15272
"Taylor","United States",61177
"Saline","United States",9151
"Midland","United States",59343
"Laurium","United States",7214
"Greenville","United States",9679
"Ecorse","United States",9181
"Mount Clemens","United States",16349
"Detroit","United States",3520589
"Adrian","United States",43850
"Walker","United States",24775
"Chelsea","United States",5588
"Southfield","United States",73100
"Burton","United States",28648
"Ironwood","United States",6561
"Benton Harbor","United States",60298
"Milan","United States",7742
"Grosse Pointe Farms","United States",9155
"Portage","United States",48508
"Dearborn Heights","United States",55761
"Springfield","United States",5196
"Farmington Hills","United States",81129
"Iron Mountain","United States",18732
"Ferndale","United States",20099
"Hillsdale","United States",11452
"Plymouth","United States",9077
"Woodhaven","United States",12461
"Royal Oak","United States",59006
"Central Falls","United States",19347
"Providence","United States",1198789
"Warwick","United States",81579
"Cranston","United States",81034
"East Providence","United States",47337
"Newport","United States",24779
"Woonsocket","United States",41406
"Pawtucket","United States",71427
"Park City","United States",7632
"Arkansas City","United States",12656
"Ottawa","United States",12161
"El Dorado","United States",14860
"Ulysses","United States",6151
"Iola","United States",5477
"Mulvane","United States",6316
"Valley Center","United States",7343
"Overland Park","United States",188966
"Leavenworth","United States",46445
"Lansing","United States",11849
"Junction City","United States",40157
"Roeland Park","United States",6786
"Gardner","United States",21110
"Spring Hill","United States",6182
"Prairie Village","United States",21805
"Pratt","United States",6484
"McPherson","United States",13091
"Great Bend","United States",15712
"Liberal","United States",20155
"Pittsburg","United States",23069
"Newton","United States",20625
"Lenexa","United States",52903
"Fort Scott","United States",7588
"Parsons","United States",9714
"Winfield","United States",12012
"Emporia","United States",24730
"Paola","United States",5366
"Concordia","United States",5126
"Bonner Springs","United States",7665
"Abilene","United States",6667
"Topeka","United States",149220
"Hutchinson","United States",43507
"Shawnee","United States",65194
"Independence","United States",9240
"Chanute","United States",9079
"Dodge City","United States",27429
"Andover","United States",12980
"Hays","United States",21713
"Eudora","United States",6383
"Wellington","United States",7513
"Coffeyville","United States",10107
"Garden City","United States",30040
